====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    = Li   Energy = 10000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.16
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  3433.43E-02  0000.00E+00
100001.E-02  3440.21E-02  3547.62E-08
150001.E-02  3372.37E-02  3135.83E-05
200001.E-02  3273.91E-02  1751.26E-06
250001.E-02  3273.42E-02  3009.42E-07
300001.E-02  3296.78E-02  4975.29E-07
350001.E-02  3182.06E-02  6407.34E-07
400001.E-02  3286.20E-02  1331.68E-07
450001.E-02  3299.55E-02  2519.25E-07
500001.E-02  3475.15E-02  8020.40E-06
550001.E-02  3330.46E-02  8849.88E-07
600001.E-02  3348.24E-02  1090.95E-06
650001.E-02  3379.34E-02  5429.41E-07
700001.E-02  3377.39E-02  5232.61E-06
750001.E-02  3288.82E-02  4454.29E-07
800001.E-02  3326.27E-02  1775.14E-07
850001.E-02  3309.48E-02  3573.25E-08
900001.E-02  3235.40E-02  2042.20E-07
950001.E-02  3321.82E-02  4696.89E-07
100000.E-01  3454.17E-02  5634.77E-07
105000.E-01  3257.88E-02  0000.00E+00
110000.E-01  3161.78E-02  1360.30E-07
115000.E-01  3191.96E-02  1361.94E-07
120000.E-01  3260.98E-02  1508.84E-06
125000.E-01  3266.77E-02  0000.00E+00
130000.E-01  3279.36E-02  3979.50E-06
135000.E-01  3102.49E-02  2952.80E-07
140000.E-01  3167.08E-02  7610.36E-08
145000.E-01  3171.22E-02  5675.27E-07
150000.E-01  3182.92E-02  3859.18E-07
155000.E-01  3045.30E-02  4162.89E-07
160000.E-01  3125.31E-02  1341.10E-05
165000.E-01  3146.85E-02  2207.24E-06
170000.E-01  3150.46E-02  3675.72E-07
175000.E-01  3335.53E-02  5204.34E-06
180000.E-01  3089.60E-02  1605.83E-07
185000.E-01  3331.66E-02  5157.34E-07
190000.E-01  3354.75E-02  4451.45E-07
195000.E-01  3366.26E-02  0000.00E+00
200000.E-01  3336.91E-02  4526.36E-07
205000.E-01  3309.54E-02  2775.47E-06
210000.E-01  3313.44E-02  7567.13E-07
215000.E-01  3333.85E-02  8666.07E-08
220000.E-01  3364.40E-02  1960.90E-08
225000.E-01  3409.33E-02  7491.59E-07
230000.E-01  3550.09E-02  1028.64E-06
235000.E-01  3504.24E-02  4256.14E-07
240000.E-01  3330.90E-02  4820.22E-07
245000.E-01  3293.64E-02  3687.58E-08
250000.E-01  3238.87E-02  8687.23E-07
255000.E-01  3261.23E-02  3129.22E-07
260000.E-01  3239.03E-02  3729.37E-07
265000.E-01  3336.20E-02  2879.43E-08
270000.E-01  3204.04E-02  4927.78E-06
275000.E-01  3166.07E-02  3376.03E-07
280000.E-01  3254.15E-02  3414.00E-07
285000.E-01  3316.54E-02  3289.85E-07
290000.E-01  3391.03E-02  2404.38E-07
295000.E-01  3436.62E-02  6217.37E-07
300000.E-01  3410.61E-02  0000.00E+00
305000.E-01  3555.83E-02  1038.60E-06
310000.E-01  3540.77E-02  2894.18E-07
315000.E-01  3386.78E-02  1478.89E-07
320000.E-01  3353.97E-02  0000.00E+00
325000.E-01  3552.68E-02  1185.05E-06
330000.E-01  3604.32E-02  1219.05E-07
335000.E-01  3559.76E-02  9996.05E-08
340000.E-01  3477.33E-02  3614.26E-07
345000.E-01  3409.48E-02  5227.62E-07
350000.E-01  3362.17E-02  3098.49E-07
355000.E-01  3177.78E-02  1108.54E-06
360000.E-01  3201.08E-02  3682.07E-08
365000.E-01  3278.86E-02  1574.78E-07
370000.E-01  3240.52E-02  4524.68E-07
375000.E-01  3272.58E-02  2573.52E-07
380000.E-01  3315.03E-02  1411.88E-07
385000.E-01  3443.89E-02  6299.10E-07
390000.E-01  3485.02E-02  1098.83E-06
395000.E-01  3328.08E-02  4923.36E-07
400000.E-01  3292.39E-02  4138.86E-05
405000.E-01  3362.15E-02  0000.00E+00
410000.E-01  3279.23E-02  9944.29E-06
415000.E-01  3146.72E-02  1897.79E-07
420000.E-01  3225.42E-02  3466.14E-06
425000.E-01  3243.46E-02  5372.98E-08
430000.E-01  3319.59E-02  2108.08E-06
435000.E-01  3310.76E-02  6649.66E-07
440000.E-01  3344.57E-02  1784.57E-07
445000.E-01  3348.58E-02  1609.48E-05
450000.E-01  3353.60E-02  8047.45E-07
455000.E-01  3459.86E-02  1172.33E-07
460000.E-01  3491.97E-02  5659.74E-08
465000.E-01  3485.63E-02  1369.94E-06
470000.E-01  3421.67E-02  2803.15E-06
475000.E-01  3354.18E-02  3743.00E-06
480000.E-01  3548.24E-02  4993.38E-06
485000.E-01  3494.03E-02  1746.94E-06
490000.E-01  3571.66E-02  4267.69E-08
495000.E-01  3331.25E-02  7765.90E-07
500000.E-01  3160.36E-02  3733.82E-06
