====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 30000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  3845.58E-04  0000.00E+00
100001.E-02  3812.98E-04  0000.00E+00
150001.E-02  3061.57E-04  0000.00E+00
200001.E-02  3061.58E-04  0000.00E+00
250001.E-02  3061.60E-04  0000.00E+00
300001.E-02  3061.60E-04  0000.00E+00
350001.E-02  2269.01E-04  0000.00E+00
400001.E-02  2668.41E-04  0000.00E+00
450001.E-02  2977.87E-04  0000.00E+00
500001.E-02  2905.01E-04  0000.00E+00
550001.E-02  2907.85E-04  0000.00E+00
600001.E-02  3657.73E-04  0000.00E+00
650001.E-02  3465.62E-04  0000.00E+00
700001.E-02  2979.87E-04  0000.00E+00
750001.E-02  4713.16E-04  0000.00E+00
800001.E-02  4762.37E-04  0000.00E+00
850001.E-02  3794.37E-04  0000.00E+00
900001.E-02  3679.23E-04  0000.00E+00
950001.E-02  3009.90E-04  0000.00E+00
100000.E-01  3446.45E-04  0000.00E+00
105000.E-01  5132.84E-04  0000.00E+00
110000.E-01  4711.60E-04  0000.00E+00
115000.E-01  4404.03E-04  0000.00E+00
120000.E-01  3599.32E-04  0000.00E+00
125000.E-01  2881.89E-04  0000.00E+00
130000.E-01  2881.89E-04  0000.00E+00
135000.E-01  2802.17E-04  0000.00E+00
140000.E-01  2642.83E-04  0000.00E+00
145000.E-01  3011.14E-04  0000.00E+00
150000.E-01  3245.00E-04  0000.00E+00
155000.E-01  3245.00E-04  0000.00E+00
160000.E-01  3289.03E-04  0000.00E+00
165000.E-01  3714.41E-04  0000.00E+00
170000.E-01  3714.41E-04  0000.00E+00
175000.E-01  3714.41E-04  0000.00E+00
180000.E-01  3714.41E-04  0000.00E+00
185000.E-01  3714.41E-04  0000.00E+00
190000.E-01  3714.41E-04  0000.00E+00
195000.E-01  3336.15E-04  0000.00E+00
200000.E-01  3245.00E-04  0000.00E+00
205000.E-01  3245.00E-04  0000.00E+00
210000.E-01  3463.66E-04  0000.00E+00
215000.E-01  3295.60E-04  0000.00E+00
220000.E-01  4617.08E-04  0000.00E+00
225000.E-01  4470.12E-04  0000.00E+00
230000.E-01  4006.10E-04  0000.00E+00
235000.E-01  4006.10E-04  0000.00E+00
240000.E-01  3556.36E-04  0000.00E+00
245000.E-01  3141.92E-04  0000.00E+00
250000.E-01  3408.89E-04  0000.00E+00
255000.E-01  3777.68E-04  0000.00E+00
260000.E-01  3673.45E-04  0000.00E+00
265000.E-01  3584.98E-04  0000.00E+00
270000.E-01  3698.33E-04  0000.00E+00
275000.E-01  3698.33E-04  0000.00E+00
280000.E-01  3698.33E-04  0000.00E+00
285000.E-01  3698.33E-04  0000.00E+00
290000.E-01  3736.20E-04  0000.00E+00
295000.E-01  3556.37E-04  0000.00E+00
300000.E-01  3543.47E-04  0000.00E+00
305000.E-01  3350.05E-04  0000.00E+00
310000.E-01  3572.98E-04  0000.00E+00
315000.E-01  4111.28E-04  0000.00E+00
320000.E-01  4111.32E-04  0000.00E+00
325000.E-01  4154.93E-04  0000.00E+00
330000.E-01  4528.10E-04  0000.00E+00
335000.E-01  3812.41E-04  0000.00E+00
340000.E-01  3221.69E-04  0000.00E+00
345000.E-01  3229.15E-04  0000.00E+00
350000.E-01  3254.22E-04  2222.05E-10
355000.E-01  2525.64E-04  0000.00E+00
360000.E-01  2525.69E-04  0000.00E+00
365000.E-01  2525.69E-04  0000.00E+00
370000.E-01  3172.30E-04  0000.00E+00
375000.E-01  3119.41E-04  0000.00E+00
380000.E-01  3629.36E-04  0000.00E+00
385000.E-01  4023.22E-04  0000.00E+00
390000.E-01  3897.02E-04  0000.00E+00
395000.E-01  3897.02E-04  0000.00E+00
400000.E-01  3782.40E-04  0000.00E+00
405000.E-01  3714.72E-04  0000.00E+00
410000.E-01  4343.11E-04  0000.00E+00
415000.E-01  4162.25E-04  0000.00E+00
420000.E-01  3969.97E-04  0000.00E+00
425000.E-01  3935.88E-04  0000.00E+00
430000.E-01  4176.31E-04  0000.00E+00
435000.E-01  4584.80E-04  0000.00E+00
440000.E-01  4232.65E-04  0000.00E+00
445000.E-01  3218.94E-04  0000.00E+00
450000.E-01  3039.28E-04  0000.00E+00
455000.E-01  3030.51E-04  0000.00E+00
460000.E-01  2336.21E-04  0000.00E+00
465000.E-01  2737.88E-04  0000.00E+00
470000.E-01  3845.36E-04  0000.00E+00
475000.E-01  4560.59E-04  0000.00E+00
480000.E-01  3586.48E-04  2222.05E-10
485000.E-01  4349.72E-04  0000.00E+00
490000.E-01  4518.34E-04  0000.00E+00
495000.E-01  3309.75E-04  0000.00E+00
500000.E-01  3868.29E-04  0000.00E+00
