====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    = Li   Energy = 4000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.62
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  4998.52E-02  9034.38E-08
100001.E-02  5057.38E-02  3030.45E-07
150001.E-02  5030.94E-02  1386.08E-06
200001.E-02  5228.12E-02  2410.16E-07
250001.E-02  5197.01E-02  8839.41E-07
300001.E-02  5042.77E-02  2603.23E-05
350001.E-02  5028.77E-02  8193.32E-07
400001.E-02  5144.38E-02  1533.82E-06
450001.E-02  4957.49E-02  2016.29E-07
500001.E-02  4987.70E-02  3954.33E-07
550001.E-02  5048.75E-02  2391.06E-06
600001.E-02  5131.19E-02  1282.77E-06
650001.E-02  5181.32E-02  3176.59E-06
700001.E-02  5079.73E-02  2500.30E-05
750001.E-02  4940.98E-02  1766.06E-06
800001.E-02  4923.32E-02  6407.19E-07
850001.E-02  5326.28E-02  1791.58E-06
900001.E-02  5067.00E-02  4087.21E-07
950001.E-02  4865.61E-02  3626.88E-06
100000.E-01  4982.47E-02  6443.53E-07
105000.E-01  4665.88E-02  2327.44E-07
110000.E-01  4779.32E-02  1142.43E-06
115000.E-01  4860.38E-02  5946.44E-07
120000.E-01  4725.57E-02  2824.30E-06
125000.E-01  4746.37E-02  3329.10E-06
130000.E-01  4750.39E-02  4816.91E-06
135000.E-01  4760.46E-02  2941.44E-06
140000.E-01  4787.06E-02  3926.00E-06
145000.E-01  5084.86E-02  4598.73E-07
150000.E-01  5027.89E-02  8588.98E-07
155000.E-01  4903.72E-02  1397.59E-05
160000.E-01  5238.67E-02  3531.74E-07
165000.E-01  4994.18E-02  3354.54E-06
170000.E-01  4968.56E-02  1214.35E-06
175000.E-01  4982.64E-02  6392.73E-06
180000.E-01  5055.75E-02  8287.81E-07
185000.E-01  5007.50E-02  1574.82E-06
190000.E-01  4966.00E-02  4923.78E-06
195000.E-01  5012.14E-02  5189.44E-06
200000.E-01  4869.16E-02  2412.14E-06
205000.E-01  5056.31E-02  2813.53E-06
210000.E-01  5074.35E-02  5689.68E-07
215000.E-01  5145.41E-02  2212.68E-06
220000.E-01  5191.78E-02  1505.86E-07
225000.E-01  5145.69E-02  1192.86E-06
230000.E-01  4962.94E-02  1833.88E-05
235000.E-01  4985.87E-02  3750.87E-07
240000.E-01  4899.79E-02  5655.77E-06
245000.E-01  5139.18E-02  6315.93E-07
250000.E-01  5080.29E-02  1988.76E-05
255000.E-01  5185.66E-02  1546.85E-05
260000.E-01  5352.31E-02  7405.42E-06
265000.E-01  5168.86E-02  2230.92E-06
270000.E-01  5213.20E-02  8161.40E-07
275000.E-01  5106.40E-02  1146.44E-06
280000.E-01  5264.05E-02  2951.04E-06
285000.E-01  5302.00E-02  4396.30E-07
290000.E-01  5254.09E-02  5738.71E-06
295000.E-01  5125.14E-02  1106.89E-06
300000.E-01  5579.23E-02  7971.95E-07
305000.E-01  5546.05E-02  1417.71E-06
310000.E-01  5412.42E-02  8304.15E-07
315000.E-01  5211.76E-02  6587.06E-06
320000.E-01  5296.16E-02  1494.06E-06
325000.E-01  5188.79E-02  4096.41E-06
330000.E-01  5172.74E-02  2743.04E-06
335000.E-01  5258.06E-02  1260.78E-06
340000.E-01  5303.82E-02  9261.61E-07
345000.E-01  5498.92E-02  4002.64E-06
350000.E-01  5443.44E-02  8465.18E-07
355000.E-01  5270.58E-02  6977.04E-06
360000.E-01  5078.97E-02  1715.63E-06
365000.E-01  5290.37E-02  6665.48E-06
370000.E-01  5375.25E-02  2361.55E-06
375000.E-01  5592.57E-02  2762.29E-06
380000.E-01  5568.03E-02  8910.99E-07
385000.E-01  5516.71E-02  5617.33E-06
390000.E-01  5522.47E-02  7699.59E-07
395000.E-01  5562.88E-02  2173.19E-06
400000.E-01  5348.53E-02  2037.93E-05
405000.E-01  5538.05E-02  1488.58E-06
410000.E-01  5593.51E-02  2971.20E-05
415000.E-01  5582.06E-02  2733.29E-06
420000.E-01  5190.96E-02  4125.46E-06
425000.E-01  5621.54E-02  5215.49E-06
430000.E-01  5355.12E-02  7085.79E-07
435000.E-01  5237.87E-02  1867.22E-06
440000.E-01  5127.07E-02  8033.12E-07
445000.E-01  5257.58E-02  9301.65E-06
450000.E-01  5365.66E-02  7608.60E-07
455000.E-01  5620.02E-02  5605.94E-06
460000.E-01  5251.21E-02  4351.40E-06
465000.E-01  5405.00E-02  6478.36E-06
470000.E-01  5509.38E-02  1307.10E-06
475000.E-01  5692.54E-02  3114.37E-06
480000.E-01  5531.04E-02  3353.67E-05
485000.E-01  5360.02E-02  3139.54E-06
490000.E-01  5345.21E-02  3338.18E-06
495000.E-01  5363.37E-02  1338.39E-06
500000.E-01  5541.34E-02  4639.46E-06
