====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    = Li   Energy = 4000 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+04 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer  2 : None
Layer Width =     4.E+04 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =9.62
 Total Target Vacancies     = 30 /Ion
 Total Target Displacements = 33 /Ion
 Total Target Replacement Collisions = 3 /Ion

!!!! NOTE : 2nd Column below is number of Primary Knock-Ons !!!!
           ( PKO are number of Target Atoms Recoiling from the Ion. )
==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET    
   DEPTH         Li           Al           Si            O           Si       
310000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
315000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  1039.95E-06  
320000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
325000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  1247.94E-06  
330000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
335000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
340000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
345000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  4159.81E-07  
350000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
355000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  1039.95E-06  
360000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  6239.71E-07  
365000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  8319.61E-07  
370000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  4159.81E-07  
375000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  6239.71E-07  
380000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
385000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  1247.94E-06  
390000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
395000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  4159.81E-07  
400000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  1871.91E-06  
405000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
410000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  3327.84E-06  
415000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  4159.81E-07  
420000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  1247.94E-06  
425000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  6239.71E-07  
430000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
435000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
440000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
445000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  1455.93E-06  
450000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
455000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  8319.61E-07  
460000.E-01  8319.61E-07  0000.00E+00  0000.00E+00  0000.00E+00  1039.95E-06  
465000.E-01  4159.81E-07  0000.00E+00  0000.00E+00  0000.00E+00  1039.95E-06  
470000.E-01  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  0000.00E+00  
475000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
480000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  3327.84E-06  
485000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  6239.71E-07  
490000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  6239.71E-07  
495000.E-01  2079.90E-07  0000.00E+00  0000.00E+00  0000.00E+00  2079.90E-07  
500000.E-01  6239.71E-07  0000.00E+00  0000.00E+00  0000.00E+00  6239.71E-07  

 To convert to Energy Lost - multiply by Average Binding Energy =  2.5  eV/Vacancy
