====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 60000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  1440.00E-04  0000.00E+00
100001.E-02  1705.72E-04  0000.00E+00
150001.E-02  1962.92E-04  0000.00E+00
200001.E-02  1862.84E-04  0000.00E+00
250001.E-02  1498.03E-04  0000.00E+00
300001.E-02  1510.11E-04  0000.00E+00
350001.E-02  1783.47E-04  0000.00E+00
400001.E-02  1451.49E-04  0000.00E+00
450001.E-02  2007.51E-04  0000.00E+00
500001.E-02  2631.24E-04  0000.00E+00
550001.E-02  2983.71E-04  0000.00E+00
600001.E-02  3030.02E-04  0000.00E+00
650001.E-02  2463.14E-04  0000.00E+00
700001.E-02  2105.50E-04  0000.00E+00
750001.E-02  1504.05E-04  0000.00E+00
800001.E-02  1181.25E-04  2222.18E-10
850001.E-02  2454.06E-04  0000.00E+00
900001.E-02  2407.68E-04  0000.00E+00
950001.E-02  3436.24E-04  0000.00E+00
100000.E-01  2379.75E-04  0000.00E+00
105000.E-01  1944.46E-04  0000.00E+00
110000.E-01  2173.08E-04  0000.00E+00
115000.E-01  2384.74E-04  0000.00E+00
120000.E-01  2384.74E-04  0000.00E+00
125000.E-01  2384.74E-04  0000.00E+00
130000.E-01  2710.39E-04  0000.00E+00
135000.E-01  2724.27E-04  0000.00E+00
140000.E-01  2724.27E-04  0000.00E+00
145000.E-01  2724.27E-04  0000.00E+00
150000.E-01  2605.95E-04  0000.00E+00
155000.E-01  2280.92E-04  0000.00E+00
160000.E-01  2280.92E-04  0000.00E+00
165000.E-01  2280.92E-04  0000.00E+00
170000.E-01  2280.93E-04  0000.00E+00
175000.E-01  2300.63E-04  0000.00E+00
180000.E-01  2724.30E-04  0000.00E+00
185000.E-01  2542.35E-04  0000.00E+00
190000.E-01  2360.11E-04  0000.00E+00
195000.E-01  2614.56E-04  0000.00E+00
200000.E-01  2360.11E-04  0000.00E+00
205000.E-01  2360.11E-04  0000.00E+00
210000.E-01  2589.86E-04  0000.00E+00
215000.E-01  2773.67E-04  0000.00E+00
220000.E-01  2773.67E-04  0000.00E+00
225000.E-01  2773.67E-04  0000.00E+00
230000.E-01  2773.67E-04  0000.00E+00
235000.E-01  2773.67E-04  0000.00E+00
240000.E-01  2773.67E-04  0000.00E+00
245000.E-01  2609.12E-04  0000.00E+00
250000.E-01  2567.21E-04  0000.00E+00
255000.E-01  2567.21E-04  0000.00E+00
260000.E-01  2567.21E-04  0000.00E+00
265000.E-01  2567.21E-04  0000.00E+00
270000.E-01  2620.52E-04  0000.00E+00
275000.E-01  2633.84E-04  0000.00E+00
280000.E-01  2633.85E-04  0000.00E+00
285000.E-01  2820.55E-04  0000.00E+00
290000.E-01  2885.12E-04  0000.00E+00
295000.E-01  2885.12E-04  0000.00E+00
300000.E-01  2931.61E-04  0000.00E+00
305000.E-01  3093.97E-04  0000.00E+00
310000.E-01  3093.97E-04  0000.00E+00
315000.E-01  3114.62E-04  0000.00E+00
320000.E-01  3144.08E-04  0000.00E+00
325000.E-01  2831.29E-04  0000.00E+00
330000.E-01  2340.91E-04  0000.00E+00
335000.E-01  2340.91E-04  0000.00E+00
340000.E-01  2340.91E-04  0000.00E+00
345000.E-01  2340.91E-04  0000.00E+00
350000.E-01  2169.71E-04  0000.00E+00
355000.E-01  1897.52E-04  0000.00E+00
360000.E-01  1897.52E-04  0000.00E+00
365000.E-01  1897.53E-04  0000.00E+00
370000.E-01  1897.53E-04  0000.00E+00
375000.E-01  1897.53E-04  0000.00E+00
380000.E-01  1897.53E-04  0000.00E+00
385000.E-01  1897.53E-04  0000.00E+00
390000.E-01  1676.35E-04  0000.00E+00
395000.E-01  1835.98E-04  0000.00E+00
400000.E-01  2010.48E-04  0000.00E+00
405000.E-01  2360.46E-04  0000.00E+00
410000.E-01  2447.69E-04  0000.00E+00
415000.E-01  2453.85E-04  0000.00E+00
420000.E-01  2453.85E-04  0000.00E+00
425000.E-01  2454.55E-04  0000.00E+00
430000.E-01  2207.62E-04  0000.00E+00
435000.E-01  1799.29E-04  0000.00E+00
440000.E-01  1692.96E-04  0000.00E+00
445000.E-01  1555.23E-04  0000.00E+00
450000.E-01  1784.16E-04  0000.00E+00
455000.E-01  2165.77E-04  0000.00E+00
460000.E-01  1946.29E-04  0000.00E+00
465000.E-01  2247.21E-04  0000.00E+00
470000.E-01  2555.93E-04  0000.00E+00
475000.E-01  1811.73E-04  0000.00E+00
480000.E-01  2649.49E-04  0000.00E+00
485000.E-01  2591.77E-04  0000.00E+00
490000.E-01  2728.00E-04  0000.00E+00
495000.E-01  2724.46E-04  0000.00E+00
500000.E-01  2643.14E-04  0000.00E+00
