====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 80000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  1141.53E-04  0000.00E+00
100001.E-02  1346.98E-04  0000.00E+00
150001.E-02  1466.58E-04  0000.00E+00
200001.E-02  1130.68E-04  0000.00E+00
250001.E-02  1091.22E-04  0000.00E+00
300001.E-02  1260.07E-04  0000.00E+00
350001.E-02  1753.15E-04  0000.00E+00
400001.E-02  1221.52E-04  0000.00E+00
450001.E-02  1401.80E-04  0000.00E+00
500001.E-02  1553.31E-04  0000.00E+00
550001.E-02  1717.36E-04  0000.00E+00
600001.E-02  1431.73E-04  0000.00E+00
650001.E-02  1754.41E-04  0000.00E+00
700001.E-02  2064.18E-04  0000.00E+00
750001.E-02  1727.09E-04  0000.00E+00
800001.E-02  2274.47E-04  0000.00E+00
850001.E-02  2164.30E-04  0000.00E+00
900001.E-02  2302.91E-04  0000.00E+00
950001.E-02  1205.29E-04  0000.00E+00
100000.E-01  1703.25E-04  0000.00E+00
105000.E-01  1787.47E-04  0000.00E+00
110000.E-01  1788.06E-04  0000.00E+00
115000.E-01  1788.06E-04  0000.00E+00
120000.E-01  1788.06E-04  0000.00E+00
125000.E-01  1788.06E-04  0000.00E+00
130000.E-01  1879.74E-04  0000.00E+00
135000.E-01  2144.42E-04  0000.00E+00
140000.E-01  2144.42E-04  0000.00E+00
145000.E-01  2144.42E-04  0000.00E+00
150000.E-01  2144.42E-04  0000.00E+00
155000.E-01  2144.42E-04  0000.00E+00
160000.E-01  2144.42E-04  0000.00E+00
165000.E-01  2125.29E-04  0000.00E+00
170000.E-01  2067.83E-04  0000.00E+00
175000.E-01  2067.83E-04  0000.00E+00
180000.E-01  2067.83E-04  0000.00E+00
185000.E-01  1876.57E-04  0000.00E+00
190000.E-01  1860.20E-04  0000.00E+00
195000.E-01  1709.68E-04  0000.00E+00
200000.E-01  1503.84E-04  0000.00E+00
205000.E-01  2074.53E-04  0000.00E+00
210000.E-01  2138.16E-04  0000.00E+00
215000.E-01  2138.16E-04  0000.00E+00
220000.E-01  2138.16E-04  0000.00E+00
225000.E-01  2138.16E-04  0000.00E+00
230000.E-01  2138.16E-04  0000.00E+00
235000.E-01  2204.70E-04  0000.00E+00
240000.E-01  2494.54E-04  0000.00E+00
245000.E-01  2494.54E-04  0000.00E+00
250000.E-01  2494.54E-04  0000.00E+00
255000.E-01  2351.35E-04  0000.00E+00
260000.E-01  2138.18E-04  0000.00E+00
265000.E-01  2138.18E-04  0000.00E+00
270000.E-01  2138.19E-04  0000.00E+00
275000.E-01  2138.20E-04  0000.00E+00
280000.E-01  2138.20E-04  0000.00E+00
285000.E-01  1842.46E-04  0000.00E+00
290000.E-01  1781.84E-04  0000.00E+00
295000.E-01  1647.09E-04  0000.00E+00
300000.E-01  1004.56E-04  0000.00E+00
305000.E-01  9016.60E-05  0000.00E+00
310000.E-01  1026.95E-04  0000.00E+00
315000.E-01  1147.92E-04  0000.00E+00
320000.E-01  1203.51E-04  0000.00E+00
325000.E-01  1203.51E-04  0000.00E+00
330000.E-01  1372.98E-04  0000.00E+00
335000.E-01  1203.51E-04  0000.00E+00
340000.E-01  1267.32E-04  0000.00E+00
345000.E-01  1910.89E-04  0000.00E+00
350000.E-01  1816.88E-04  0000.00E+00
355000.E-01  1543.77E-04  0000.00E+00
360000.E-01  1570.37E-04  0000.00E+00
365000.E-01  1774.97E-04  0000.00E+00
370000.E-01  2041.71E-04  0000.00E+00
375000.E-01  2041.71E-04  0000.00E+00
380000.E-01  1712.16E-04  0000.00E+00
385000.E-01  1567.34E-04  0000.00E+00
390000.E-01  1328.97E-04  0000.00E+00
395000.E-01  1328.97E-04  0000.00E+00
400000.E-01  1745.49E-04  0000.00E+00
405000.E-01  2356.62E-04  0000.00E+00
410000.E-01  2754.47E-04  0000.00E+00
415000.E-01  2754.48E-04  0000.00E+00
420000.E-01  2787.87E-04  0000.00E+00
425000.E-01  3023.60E-04  0000.00E+00
430000.E-01  2189.12E-04  0000.00E+00
435000.E-01  1711.62E-04  0000.00E+00
440000.E-01  1466.21E-04  0000.00E+00
445000.E-01  1470.47E-04  0000.00E+00
450000.E-01  1378.42E-04  0000.00E+00
455000.E-01  1823.71E-04  0000.00E+00
460000.E-01  1562.40E-04  0000.00E+00
465000.E-01  8123.73E-05  0000.00E+00
470000.E-01  8526.98E-05  0000.00E+00
475000.E-01  1654.26E-04  0000.00E+00
480000.E-01  2250.31E-04  0000.00E+00
485000.E-01  2172.19E-04  0000.00E+00
490000.E-01  1636.58E-04  0000.00E+00
495000.E-01  2945.61E-04  0000.00E+00
500000.E-01  2072.12E-04  0000.00E+00
