====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    = Li   Energy = 20000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.05
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  2160.70E-02  0000.00E+00
100001.E-02  2199.29E-02  0000.00E+00
150001.E-02  2219.47E-02  1205.01E-07
200001.E-02  2158.73E-02  5124.23E-08
250001.E-02  2026.41E-02  2717.19E-08
300001.E-02  2024.89E-02  0000.00E+00
350001.E-02  2027.44E-02  9233.01E-08
400001.E-02  2063.43E-02  9685.21E-08
450001.E-02  2174.90E-02  1218.00E-06
500001.E-02  2106.65E-02  2239.02E-07
550001.E-02  2196.04E-02  2210.88E-10
600001.E-02  2311.73E-02  2695.08E-08
650001.E-02  2331.09E-02  9654.58E-08
700001.E-02  2243.11E-02  2297.08E-08
750001.E-02  2035.15E-02  4500.69E-07
800001.E-02  2000.29E-02  0000.00E+00
850001.E-02  2144.94E-02  5335.65E-08
900001.E-02  2004.31E-02  2985.79E-07
950001.E-02  1980.16E-02  2508.90E-08
100000.E-01  2118.45E-02  6424.03E-07
105000.E-01  2102.73E-02  0000.00E+00
110000.E-01  2126.97E-02  0000.00E+00
115000.E-01  2125.69E-02  0000.00E+00
120000.E-01  2159.98E-02  2435.81E-08
125000.E-01  2250.34E-02  0000.00E+00
130000.E-01  2217.64E-02  1791.28E-08
135000.E-01  2185.81E-02  1403.97E-07
140000.E-01  2184.63E-02  0000.00E+00
145000.E-01  2198.56E-02  4466.70E-07
150000.E-01  2134.93E-02  1423.74E-07
155000.E-01  2177.40E-02  1093.49E-07
160000.E-01  2175.09E-02  0000.00E+00
165000.E-01  2175.09E-02  0000.00E+00
170000.E-01  2147.71E-02  2210.88E-10
175000.E-01  2089.63E-02  9632.50E-08
180000.E-01  2099.07E-02  2210.88E-10
185000.E-01  2058.93E-02  6154.83E-06
190000.E-01  1959.37E-02  1819.09E-07
195000.E-01  1887.55E-02  1135.68E-07
200000.E-01  1910.78E-02  7224.08E-07
205000.E-01  1914.56E-02  0000.00E+00
210000.E-01  1840.03E-02  5720.82E-09
215000.E-01  1901.30E-02  0000.00E+00
220000.E-01  1959.00E-02  3216.94E-08
225000.E-01  2149.08E-02  4574.66E-07
230000.E-01  2027.60E-02  6140.39E-07
235000.E-01  2069.91E-02  2442.70E-08
240000.E-01  2184.82E-02  7884.76E-07
245000.E-01  2152.12E-02  2228.95E-07
250000.E-01  2193.08E-02  6080.81E-07
255000.E-01  2193.76E-02  1379.00E-07
260000.E-01  2061.70E-02  2311.61E-08
265000.E-01  2013.25E-02  0000.00E+00
270000.E-01  2115.23E-02  1237.94E-07
275000.E-01  2115.32E-02  2514.05E-08
280000.E-01  2133.23E-02  2121.62E-07
285000.E-01  2034.80E-02  4591.32E-07
290000.E-01  1918.60E-02  2416.60E-07
295000.E-01  2027.24E-02  1775.64E-07
300000.E-01  2124.98E-02  3373.65E-07
305000.E-01  2023.56E-02  0000.00E+00
310000.E-01  1946.28E-02  1850.35E-07
315000.E-01  1982.27E-02  8901.41E-08
320000.E-01  1955.52E-02  0000.00E+00
325000.E-01  2015.70E-02  0000.00E+00
330000.E-01  2111.14E-02  3086.69E-07
335000.E-01  2197.41E-02  8970.29E-08
340000.E-01  2276.68E-02  5833.15E-08
345000.E-01  2269.68E-02  1052.24E-06
350000.E-01  2221.35E-02  3119.70E-07
355000.E-01  2244.27E-02  0000.00E+00
360000.E-01  2233.31E-02  1126.09E-08
365000.E-01  2063.79E-02  1221.71E-06
370000.E-01  2066.99E-02  0000.00E+00
375000.E-01  2003.59E-02  0000.00E+00
380000.E-01  2050.06E-02  2356.33E-07
385000.E-01  2078.16E-02  4046.86E-07
390000.E-01  2131.24E-02  2695.08E-08
395000.E-01  2121.25E-02  0000.00E+00
400000.E-01  2177.73E-02  1856.53E-07
405000.E-01  2221.07E-02  9426.25E-07
410000.E-01  2265.47E-02  3138.14E-07
415000.E-01  2266.25E-02  1297.23E-07
420000.E-01  2256.90E-02  2394.72E-05
425000.E-01  2202.85E-02  3995.40E-04
430000.E-01  2243.46E-02  5253.28E-07
435000.E-01  2223.10E-02  0000.00E+00
440000.E-01  2157.69E-02  0000.00E+00
445000.E-01  2112.81E-02  1743.45E-07
450000.E-01  2088.43E-02  1189.98E-07
455000.E-01  2046.36E-02  2695.08E-08
460000.E-01  2032.46E-02  1157.61E-07
465000.E-01  2122.27E-02  7744.94E-07
470000.E-01  2112.37E-02  1037.92E-06
475000.E-01  2081.97E-02  0000.00E+00
480000.E-01  2170.66E-02  3732.15E-08
485000.E-01  2160.96E-02  0000.00E+00
490000.E-01  2067.61E-02  5777.45E-07
495000.E-01  2122.08E-02  2129.64E-07
500000.E-01  2084.58E-02  1445.10E-07
