====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    = He   Energy = 4000 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+04 AAA ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer  2 : None
Layer Width =     4.E+04 AAA ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =9.22
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
500010.E-03  220324.E-08  163340.E-10
100001.E-02  224309.E-08  000000.E+00
150001.E-02  189254.E-08  143240.E-09
200001.E-02  181101.E-08  185417.E-09
250001.E-02  182711.E-08  687068.E-09
300001.E-02  189463.E-08  830602.E-09
350001.E-02  194815.E-08  975653.E-09
400001.E-02  362472.E-08  279993.E-08
450001.E-02  464981.E-08  764942.E-09
500001.E-02  447419.E-08  995361.E-09
550001.E-02  273752.E-08  309793.E-09
600001.E-02  229050.E-08  295216.E-09
650001.E-02  229628.E-08  354673.E-07
700001.E-02  231657.E-08  899173.E-09
750001.E-02  115863.E-08  127909.E-08
800001.E-02  147534.E-08  182946.E-07
850001.E-02  146301.E-08  710610.E-09
900001.E-02  345180.E-08  126001.E-08
950001.E-02  312738.E-08  222268.E-08
100000.E-01  346347.E-08  241453.E-08
105000.E-01  166716.E-08  177376.E-11
110000.E-01  191572.E-08  308658.E-09
115000.E-01  193913.E-08  185417.E-09
120000.E-01  168413.E-08  119799.E-10
125000.E-01  167013.E-08  213752.E-09
130000.E-01  164121.E-08  814221.E-09
135000.E-01  170624.E-08  538552.E-09
140000.E-01  215268.E-08  526725.E-09
145000.E-01  218681.E-08  308640.E-08
150000.E-01  220395.E-08  217028.E-12
155000.E-01  157267.E-08  846992.E-08
160000.E-01  138986.E-08  265928.E-08
165000.E-01  191424.E-08  377006.E-09
170000.E-01  222211.E-08  422001.E-09
175000.E-01  212415.E-08  183160.E-09
180000.E-01  270311.E-08  831964.E-09
185000.E-01  292134.E-08  426519.E-08
190000.E-01  242763.E-08  320222.E-09
195000.E-01  180041.E-08  236277.E-09
200000.E-01  150216.E-08  543378.E-09
205000.E-01  126787.E-08  493989.E-07
210000.E-01  116736.E-08  980341.E-09
215000.E-01  117947.E-08  344689.E-08
220000.E-01  150262.E-08  356841.E-08
225000.E-01  168476.E-08  838288.E-08
230000.E-01  130792.E-08  141097.E-08
235000.E-01  140941.E-08  548386.E-09
240000.E-01  235928.E-08  785915.E-09
245000.E-01  216022.E-08  389874.E-08
250000.E-01  221357.E-08  978613.E-09
255000.E-01  219962.E-08  000000.E+00
260000.E-01  142696.E-08  404562.E-07
265000.E-01  145330.E-08  792507.E-09
270000.E-01  158784.E-08  000000.E+00
275000.E-01  158784.E-08  000000.E+00
280000.E-01  158946.E-08  334725.E-09
285000.E-01  148361.E-08  494536.E-08
290000.E-01  143585.E-08  255040.E-07
295000.E-01  181500.E-08  590147.E-08
300000.E-01  288332.E-08  298076.E-08
305000.E-01  327293.E-08  123984.E-08
310000.E-01  274425.E-08  183439.E-08
315000.E-01  258781.E-08  353655.E-08
320000.E-01  139814.E-08  353718.E-08
325000.E-01  128698.E-08  105154.E-08
330000.E-01  174896.E-08  391096.E-08
335000.E-01  221099.E-08  712280.E-09
340000.E-01  339117.E-08  331511.E-09
345000.E-01  160813.E-08  959639.E-09
350000.E-01  120727.E-08  104869.E-08
355000.E-01  126314.E-08  179918.E-07
360000.E-01  140206.E-08  636722.E-08
365000.E-01  145462.E-08  454779.E-09
370000.E-01  151797.E-08  000000.E+00
375000.E-01  141576.E-08  205881.E-08
380000.E-01  136211.E-08  250292.E-07
385000.E-01  187864.E-08  730895.E-08
390000.E-01  204356.E-08  148514.E-08
395000.E-01  203523.E-08  147402.E-08
400000.E-01  181301.E-08  887305.E-10
405000.E-01  164086.E-08  150799.E-08
410000.E-01  171776.E-08  298634.E-08
415000.E-01  141209.E-08  352966.E-08
420000.E-01  172051.E-08  814250.E-09
425000.E-01  162537.E-08  640658.E-09
430000.E-01  145935.E-08  559146.E-08
435000.E-01  173050.E-08  543063.E-08
440000.E-01  153166.E-08  934950.E-08
445000.E-01  145107.E-08  106840.E-08
450000.E-01  150451.E-08  141653.E-09
455000.E-01  151330.E-08  115572.E-08
460000.E-01  181135.E-08  106529.E-08
465000.E-01  133650.E-08  119156.E-08
470000.E-01  112069.E-08  439508.E-08
475000.E-01  191536.E-08  782280.E-08
480000.E-01  197600.E-08  140820.E-08
485000.E-01  167991.E-08  718292.E-08
490000.E-01  142995.E-08  102053.E-07
495000.E-01  151465.E-08  276837.E-08
500000.E-01  360534.E-08  414596.E-08
