====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    = He   Energy = 70000 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+04 AAA ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer  2 : None
Layer Width =     4.E+04 AAA ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =9.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
500010.E-03  335676.E-09  948484.E-12
100001.E-02  277018.E-09  214026.E-09
150001.E-02  225984.E-09  000000.E+00
200001.E-02  263238.E-09  336595.E-10
250001.E-02  281334.E-09  137324.E-09
300001.E-02  272112.E-09  000000.E+00
350001.E-02  295352.E-09  262653.E-09
400001.E-02  294419.E-09  299568.E-10
450001.E-02  258917.E-09  867174.E-10
500001.E-02  390567.E-09  159888.E-10
550001.E-02  598118.E-09  219371.E-09
600001.E-02  644283.E-09  109808.E-09
650001.E-02  632812.E-09  123030.E-10
700001.E-02  951206.E-09  230530.E-10
750001.E-02  684573.E-09  131649.E-09
800001.E-02  627683.E-09  260905.E-09
850001.E-02  623431.E-09  116300.E-09
900001.E-02  723337.E-09  460223.E-10
950001.E-02  432889.E-09  384899.E-09
100000.E-01  461402.E-09  377721.E-09
105000.E-01  108412.E-09  124896.E-13
110000.E-01  108710.E-09  000000.E+00
115000.E-01  108983.E-09  795418.E-11
120000.E-01  108990.E-09  000000.E+00
125000.E-01  122672.E-09  854085.E-11
130000.E-01  123528.E-09  000000.E+00
135000.E-01  123528.E-09  000000.E+00
140000.E-01  123528.E-09  000000.E+00
145000.E-01  123528.E-09  000000.E+00
150000.E-01  109387.E-09  207587.E-09
155000.E-01  106424.E-09  000000.E+00
160000.E-01  106424.E-09  000000.E+00
165000.E-01  106424.E-09  000000.E+00
170000.E-01  976322.E-10  222189.E-12
175000.E-01  953519.E-10  000000.E+00
180000.E-01  953519.E-10  000000.E+00
185000.E-01  100962.E-09  955619.E-10
190000.E-01  102383.E-09  000000.E+00
195000.E-01  101994.E-09  222189.E-12
200000.E-01  844406.E-10  568297.E-10
205000.E-01  838726.E-10  000000.E+00
210000.E-01  120222.E-09  122991.E-09
215000.E-01  141567.E-09  000000.E+00
220000.E-01  141567.E-09  000000.E+00
225000.E-01  141567.E-09  000000.E+00
230000.E-01  141567.E-09  000000.E+00
235000.E-01  141567.E-09  000000.E+00
240000.E-01  140403.E-09  222189.E-12
245000.E-01  164854.E-09  438975.E-10
250000.E-01  177045.E-09  222189.E-12
255000.E-01  175972.E-09  149659.E-10
260000.E-01  176054.E-09  000000.E+00
265000.E-01  176054.E-09  000000.E+00
270000.E-01  177255.E-09  210389.E-09
275000.E-01  177870.E-09  000000.E+00
280000.E-01  177870.E-09  000000.E+00
285000.E-01  177870.E-09  000000.E+00
290000.E-01  188436.E-09  222189.E-12
295000.E-01  197253.E-09  000000.E+00
300000.E-01  195455.E-09  210833.E-11
305000.E-01  190954.E-09  740080.E-10
310000.E-01  179154.E-09  222189.E-12
315000.E-01  170107.E-09  000000.E+00
320000.E-01  169583.E-09  238271.E-10
325000.E-01  166762.E-09  000000.E+00
330000.E-01  163740.E-09  313315.E-09
335000.E-01  157354.E-09  000000.E+00
340000.E-01  152853.E-09  222189.E-12
345000.E-01  145928.E-09  000000.E+00
350000.E-01  145928.E-09  000000.E+00
355000.E-01  145928.E-09  000000.E+00
360000.E-01  853821.E-10  222189.E-12
365000.E-01  670360.E-10  000000.E+00
370000.E-01  351753.E-09  794440.E-11
375000.E-01  382527.E-09  000000.E+00
380000.E-01  383891.E-09  333078.E-09
385000.E-01  388016.E-09  134256.E-09
390000.E-01  409362.E-09  142228.E-10
395000.E-01  436977.E-09  202767.E-09
400000.E-01  133500.E-09  829282.E-10
405000.E-01  878849.E-10  116481.E-09
410000.E-01  915810.E-10  407112.E-10
415000.E-01  895943.E-10  120620.E-09
420000.E-01  933938.E-10  000000.E+00
425000.E-01  966190.E-10  186075.E-09
430000.E-01  104851.E-09  000000.E+00
435000.E-01  104851.E-09  000000.E+00
440000.E-01  105881.E-09  144821.E-09
445000.E-01  215322.E-09  934598.E-10
450000.E-01  217609.E-09  121251.E-09
455000.E-01  204074.E-09  410187.E-10
460000.E-01  185853.E-09  928280.E-11
465000.E-01  151364.E-09  249630.E-10
470000.E-01  151301.E-09  188416.E-09
475000.E-01  230945.E-09  156540.E-09
480000.E-01  197776.E-09  961456.E-10
485000.E-01  190221.E-09  333091.E-09
490000.E-01  147944.E-09  391379.E-10
495000.E-01  149806.E-09  109765.E-09
500000.E-01  175879.E-09  389633.E-09
