====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    = Li   Energy = 8000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 10000.E+00 A ;
  Layer # 1- Density = 6.087E22 atoms/cm3 = 2.28 g/cm3
  Layer # 1- Al = 17   Atomic Percent = 20.3 Mass Percent
  Layer # 1- Si = 38.8 Atomic Percent = 48.3 Mass Percent
  Layer # 1-  O = 44.2 Atomic Percent = 31.3 Mass Percent
Layer 2 : None
Layer Width = 40000.E+00 A ;
  Layer # 2- Density = 4.977E22 atoms/cm3 = 2.321 g/cm3
  Layer # 2- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =000009.23
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
500010.E-03  3542.61E-02  1073.77E-06
100001.E-02  3601.06E-02  2240.69E-07
150001.E-02  3634.62E-02  5586.82E-07
200001.E-02  3665.33E-02  2167.72E-10
250001.E-02  3853.24E-02  3459.81E-05
300001.E-02  3822.22E-02  3233.26E-06
350001.E-02  3617.77E-02  8176.64E-07
400001.E-02  3539.08E-02  1182.16E-07
450001.E-02  3591.84E-02  8518.93E-08
500001.E-02  3720.40E-02  1747.69E-06
550001.E-02  4027.35E-02  2815.01E-07
600001.E-02  3895.54E-02  1718.90E-07
650001.E-02  3815.17E-02  4279.07E-06
700001.E-02  3809.37E-02  4439.48E-07
750001.E-02  3799.83E-02  1835.34E-05
800001.E-02  3786.23E-02  3726.79E-07
850001.E-02  3781.17E-02  4050.94E-07
900001.E-02  3831.91E-02  4663.54E-06
950001.E-02  3698.60E-02  4586.39E-07
100000.E-01  3575.79E-02  8801.22E-07
105000.E-01  3689.53E-02  1966.41E-07
110000.E-01  3698.82E-02  7675.01E-08
115000.E-01  3691.55E-02  4981.83E-08
120000.E-01  3620.48E-02  1439.50E-06
125000.E-01  3566.51E-02  7760.60E-07
130000.E-01  3529.05E-02  1028.56E-07
135000.E-01  3507.43E-02  3372.73E-07
140000.E-01  3636.01E-02  3643.09E-06
145000.E-01  3683.03E-02  1380.82E-05
150000.E-01  3780.38E-02  7653.96E-07
155000.E-01  3743.12E-02  8641.56E-07
160000.E-01  3739.84E-02  5218.11E-07
165000.E-01  3869.66E-02  2925.01E-07
170000.E-01  3934.62E-02  1940.24E-06
175000.E-01  3845.28E-02  6356.44E-07
180000.E-01  3896.43E-02  3617.13E-06
185000.E-01  3861.27E-02  1477.70E-07
190000.E-01  3766.18E-02  3770.78E-07
195000.E-01  3778.85E-02  3136.55E-06
200000.E-01  3915.77E-02  2844.60E-07
205000.E-01  3867.97E-02  4676.20E-07
210000.E-01  3739.06E-02  2796.09E-06
215000.E-01  3709.57E-02  1745.86E-07
220000.E-01  3772.02E-02  0000.00E+00
225000.E-01  3719.63E-02  8671.50E-07
230000.E-01  3573.66E-02  2116.21E-06
235000.E-01  3672.80E-02  8063.90E-06
240000.E-01  3812.82E-02  1057.62E-06
245000.E-01  3899.79E-02  2551.99E-06
250000.E-01  3861.42E-02  4223.24E-07
255000.E-01  3842.52E-02  4438.20E-07
260000.E-01  3848.07E-02  1509.16E-06
265000.E-01  3890.35E-02  1241.30E-07
270000.E-01  3860.87E-02  8143.17E-07
275000.E-01  3838.84E-02  2476.43E-07
280000.E-01  3841.53E-02  3509.05E-07
285000.E-01  3887.85E-02  1899.94E-06
290000.E-01  3953.25E-02  7033.57E-07
295000.E-01  3892.58E-02  2679.53E-06
300000.E-01  3795.81E-02  1436.20E-07
305000.E-01  3724.91E-02  1365.50E-06
310000.E-01  3943.33E-02  3032.57E-07
315000.E-01  3831.39E-02  4912.96E-07
320000.E-01  3793.25E-02  3281.63E-07
325000.E-01  3758.52E-02  1358.75E-07
330000.E-01  3770.34E-02  9726.19E-07
335000.E-01  3777.02E-02  2749.71E-07
340000.E-01  3809.43E-02  3233.59E-06
345000.E-01  3800.77E-02  7600.74E-07
350000.E-01  3946.04E-02  5405.98E-06
355000.E-01  3895.56E-02  3258.99E-07
360000.E-01  3831.05E-02  3733.19E-07
365000.E-01  3913.33E-02  3994.87E-07
370000.E-01  4015.33E-02  2461.11E-06
375000.E-01  3953.65E-02  3482.81E-07
380000.E-01  3926.43E-02  9246.25E-07
385000.E-01  3926.41E-02  7686.46E-07
390000.E-01  3996.30E-02  9771.28E-06
395000.E-01  4119.08E-02  6625.56E-07
400000.E-01  4098.34E-02  8346.33E-07
405000.E-01  3958.67E-02  3017.95E-07
410000.E-01  3877.82E-02  1486.35E-06
415000.E-01  3997.50E-02  4156.10E-07
420000.E-01  4037.81E-02  2524.83E-07
425000.E-01  3993.00E-02  7919.73E-07
430000.E-01  3995.54E-02  1644.66E-05
435000.E-01  3970.05E-02  7966.82E-07
440000.E-01  4031.27E-02  3320.58E-07
445000.E-01  3999.52E-02  2885.70E-06
450000.E-01  3925.70E-02  6554.75E-07
455000.E-01  4135.96E-02  1055.77E-06
460000.E-01  4032.87E-02  3765.91E-06
465000.E-01  4174.10E-02  5842.64E-07
470000.E-01  4038.11E-02  8384.74E-06
475000.E-01  3799.53E-02  0000.00E+00
480000.E-01  3795.72E-02  9077.42E-07
485000.E-01  3943.67E-02  9134.49E-07
490000.E-01  4080.00E-02  2265.98E-06
495000.E-01  4264.85E-02  6040.35E-06
500000.E-01  4008.66E-02  2783.13E-06
